city,lat,lng,country,population
East Honolulu,21.2975,-157.7211,United States,47540
Chesterfield,38.6588,-90.5804,United States,47538
La Vega,2.0008,-76.7778,Colombia,47417
Capão Bonito,-24.0058,-48.3494,Brazil,47486
San Pedro,-33.6794,-59.6669,Argentina,47452
San José Pinula,14.5446,-90.4083,Guatemala,47278
Ban Plai Bua Phatthana,13.9032,100.3989,Thailand,46274
Santa Ana Chiautempan,19.3167,-98.1833,Mexico,46776
Lohja,60.25,24.0667,Finland,47353
Qingyuan,24.5004,108.6667,China,47062
San Andrés de Sotavento,9.1453,-75.5086,Colombia,47282
Sanski Most,44.7667,16.6667,Bosnia And Herzegovina,47359
Chaparral,3.7236,-75.4847,Colombia,47397
Bothell,47.7735,-122.2044,United States,47415
Jobabo,20.9078,-77.2831,Cuba,47350
Villa Constitución,-33.2333,-60.3333,Argentina,47374
Andes,5.6556,-75.8803,Colombia,47384
Saint-Malo,48.6481,-2.0075,France,46097
West Orange,40.7893,-74.2627,United States,47359
Ouled Moussa,36.6831,3.3681,Algeria,45770
Tangdukou,26.9949,111.2708,China,45617
Kingisepp,59.3667,28.6,Russia,47313
Talghar,43.3,77.2333,Kazakhstan,47301
Liulin,36.557,109.4731,China,46991
Fellbach,48.8086,9.2758,Germany,45671
Daxiang,22.3775,112.8008,China,46674
Yabrūd,33.9672,36.6572,Syria,47136
Blois,47.5939,1.3281,France,46086
Tomioka,36.26,138.89,Japan,46928
Glenview,42.0825,-87.8216,United States,47308
Ban Bang Mae Nang,13.8815,100.3759,Thailand,45974
Yehe,37.9416,114.5928,China,46333
Tursunzoda,38.5108,68.2303,Tajikistan,46700
Ayapel,8.3125,-75.145,Colombia,47247
Oberursel,50.2028,8.5769,Germany,46248
Mentor,41.6895,-81.3361,United States,47262
Antalaha,-14.8833,50.2833,Madagascar,47224
Mabini,13.7167,120.9,Philippines,46211
Puertollano,38.6833,-4.1167,Spain,47035
Landau,49.1994,8.1231,Germany,46677
Keller,32.9337,-97.2255,United States,47213
Barras,-4.2469,-42.2958,Brazil,47185
Zarzal,4.3942,-76.0703,Colombia,47062
Douz,33.4572,9.0258,Tunisia,47182
Zarinsk,53.7,84.9167,Russia,46597
Huatan,24.0316,120.558,Taiwan,45907
Marhanets,47.648,34.6167,Ukraine,47141
Schwerte,51.4458,7.5653,Germany,46340
Poso,-1.3896,120.76,Indonesia,47110
Urrao,6.3156,-76.1342,Colombia,47128
Tres Arroyos,-38.3667,-60.2667,Argentina,47136
Aubagne,43.2908,5.5708,France,46268
Nysa,50.4738,17.3344,Poland,46841
Calimaya,19.1608,-99.6172,Mexico,47033
Hà Tiên,10.3833,104.4833,Vietnam,47039
Neunkirchen,49.3448,7.1799,Germany,46469
Qiutouzhen,37.9841,114.6909,China,46291
Danville,40.1423,-87.6114,United States,47059
Noboribetsu,42.4128,141.1067,Japan,46838
Guajará-Mirim,-10.7828,-65.3394,Brazil,47048
Frosinone,41.6333,13.35,Italy,46063
Pio Duran,13.0333,123.45,Philippines,46693
Spring Hill,35.7438,-86.9116,United States,47042
Al Quşayr,34.5089,36.5797,Syria,46772
Norala,6.55,124.6667,Philippines,46642
Roseville,42.5074,-82.9369,United States,47018
Cubulco,15.1083,-90.6306,Guatemala,46909
Wangtan,39.2836,118.974,China,46645
Roldanillo,4.4136,-76.1547,Colombia,46788
Filderstadt,48.6667,9.2167,Germany,45813
Siocon,7.7,122.1333,Philippines,46907
Fastiv,50.0747,29.9181,Ukraine,45907
Nanzhuangzhen,23.721,102.8231,China,46696
Tocoa,15.6833,-86,Honduras,46900
Yashan,22.4776,112.7289,China,46700
Valencia,8.2592,-76.1469,Colombia,46897
Nakai,33.5756,133.6414,Japan,46567
Agrínio,38.6167,21.4,Greece,46899
Talisay,14.1,121.0167,Philippines,45301
Lukavac,44.5333,18.5333,Bosnia And Herzegovina,46731
San Pascual,13.1333,122.9833,Philippines,46674
Dongzhuosu,38.0658,115.1232,China,45748
Dülmen,51.8308,7.2783,Germany,46590
Shimeo,33.5914,130.4797,Japan,46207
Rosario,8.3814,126.0015,Philippines,46683
Fangguan,39.3237,115.9856,China,46090
Lubny,50.0186,32.9869,Ukraine,45786
Tamagawa,33.6317,130.7997,Japan,45946
San Francisco de los Romo,22.0833,-102.2667,Mexico,46454
Pontevedra,11.4833,122.8333,Philippines,46428
Berëzovskiy,55.6667,86.25,Russia,46215
Jablonec nad Nisou,50.7278,15.17,Czechia,45317
Vercelli,45.3167,8.4167,Italy,46181
Mahayag,8.1333,123.3833,Philippines,46516
Elmhurst,41.8973,-87.9432,United States,46746
Carcassonne,43.21,2.35,France,46031
São Mateus do Sul,-25.8739,-50.3828,Brazil,46705
Niquelândia,-14.4739,-48.46,Brazil,46730
Hof,50.3167,11.9167,Germany,45930
Veldhoven,51.4197,5.3992,Netherlands,45337
Dauis,9.6167,123.85,Philippines,45663
Medianeira,-25.295,-54.0939,Brazil,46574
Cabreúva,-23.3075,-47.1331,Brazil,46528
New Philadelphia,40.486,-81.4402,United States,46698
Melle,52.2031,8.3361,Germany,46493
Santa Cruz do Rio Pardo,-22.8989,-49.6328,Brazil,46633
Perinton,43.0781,-77.4283,United States,46671
Terracina,41.2833,13.25,Italy,46323
Sandusky,41.4437,-82.7149,United States,46655
Puerto Villarroel,-16.8667,-64.7831,Bolivia,46627
Jocotepec,20.1667,-103.2833,Mexico,46521
Shimenzhai,40.0892,119.6019,China,46356
Eusébio,-3.89,-38.4508,Brazil,46033
Hyvinkää,60.6306,24.8597,Finland,46463
El Dorado Hills,38.675,-121.049,United States,46593
Cornwall,45.0275,-74.74,Canada,46589
Puerto Tejada,3.23,-76.4175,Colombia,46166
Morrinhos,-17.7319,-49.1008,Brazil,46548
Salina,38.8137,-97.6143,United States,46550
Euclid,41.5904,-81.5188,United States,46550
Gryazi,52.5,39.9333,Russia,46492
Kingman,35.217,-114.0105,United States,46524
Augusto Correa,-1.0219,-46.645,Brazil,46471
Sena Madureira,-9.0658,-68.6569,Brazil,46511
Panay,11.55,122.8,Philippines,46114
Fray Bartolomé de Las Casas,15.8456,-89.8658,Guatemala,46468
Carmen,9.8167,124.2,Philippines,46306
Dendermonde,51.0167,4.1,Belgium,45673
Sirinhaém,-8.5908,-35.1158,Brazil,46361
Albuera,10.9186,124.6923,Philippines,46332
Kilmarnock,55.6111,-4.4957,United Kingdom,46450
Ayungon,9.8584,123.1468,Philippines,46303
Berekum,7.4504,-2.59,Ghana,46287
Tibigan,9.95,123.9667,Philippines,45893
Châlons-en-Champagne,48.9575,4.365,France,44753
Río Tercero,-32.1768,-64.113,Argentina,46421
Kurayoshi,35.43,133.8256,Japan,46269
Montecristi,-1.05,-80.6667,Ecuador,46312
Kasaoka,34.5072,133.5072,Japan,46080
Torzhok,57.0333,34.9667,Russia,45641
Zwijndrecht,51.824,4.6126,Netherlands,44454
Chichigalpa,12.5667,-87.0333,Nicaragua,46185
Gotha,50.9489,10.7183,Germany,45733
Anshan,39.7119,118.9845,China,45804
Capannori,43.8756,10.5736,Italy,46072
Tingo María,-9.3015,-76.0361,Peru,46191
Dumarao,11.2667,122.6833,Philippines,46157
Tallbīsah,34.8406,36.7308,Syria,45853
Jammalamadugu,14.85,78.38,India,46069
Lodi,45.3167,9.5,Italy,45252
Farmington,37.7821,-90.4288,United States,46331
Ocampo,13.5594,123.3761,Philippines,45934
Santiago Atitlán,14.6386,-91.2299,Guatemala,45982
Santo Antônio da Platina,-23.295,-50.0769,Brazil,46251
Takashima,35.3528,136.0356,Japan,46246
Marino,41.7667,12.6667,Italy,44472
Bünde,52.2,8.6,Germany,45521
Weatherford,32.7536,-97.7723,United States,46268
Middletown,41.5476,-72.6549,United States,46258
Inabanga,10.0333,124.0667,Philippines,45880
Mairinque,-23.5464,-47.1836,Brazil,46015
Roseburg,43.2232,-123.3518,United States,46228
Biloxi,30.4422,-88.9512,United States,46212
Maragogipe,-12.7778,-38.9189,Brazil,46106
Wittenberg,51.8671,12.6484,Germany,46008
Roskilde,55.65,12.0833,Denmark,44285
Leavenworth,39.3239,-94.924,United States,46192
Megion,61.0331,76.1097,Russia,46188
Salon-de-Provence,43.6406,5.0972,France,45528
Bājil,15.0583,43.285,Yemen,46005
Manono,-7.2947,27.4545,Congo (Kinshasa),46111
Xingji,38.4682,116.8918,China,44849
Hokota,36.1586,140.5164,Japan,45910
Pontal,-21.0225,-48.0372,Brazil,45978
Aksay,47.2667,39.8667,Russia,46018
Fort Pierce,27.4256,-80.3431,United States,46103
Shima,34.3283,136.8306,Japan,45834
Weinheim,49.5561,8.6697,Germany,45284
Livramento de Nossa Senhora,-13.6428,-41.8408,Brazil,46035
Barotac Viejo,11.05,122.85,Philippines,45808
Winter Garden,28.5421,-81.5966,United States,46051
Mladá Boleslav,50.4125,14.9064,Czechia,44506
Oro Valley,32.4208,-110.9768,United States,46044
Ourém,39.65,-8.5833,Portugal,45932
Santa Rosa del Sur,7.9633,-74.0533,Colombia,46017
Erkrath,51.2239,6.9147,Germany,44384
Freeport City,26.52,-78.66,"Bahamas, The",45945
Iranduba,-3.285,-60.1886,Brazil,45984
Caiguantun,26.3363,105.9841,China,45580
Guaramirim,-26.4728,-49.0028,Brazil,45797
Wao,7.6404,124.7257,Philippines,45862
Morgan Hill,37.1326,-121.6417,United States,45952
Ciudad Constitución,25.0322,-111.6703,Mexico,45888
Haymana,39.4311,32.4956,Turkey,45931
Potomac,39.0141,-77.1943,United States,45940
Pinehurst,35.1922,-79.4684,United States,45935
Chippenham,51.4585,-2.1158,United Kingdom,45620
Changchong,26.3815,107.1839,China,45702
Rodgau,50.0256,8.8841,Germany,45202
Winchester,51.0632,-1.308,United Kingdom,45184
Danville,36.5831,-79.4087,United States,45890
Rockwall,32.9169,-96.4377,United States,45888
Mata de São João,-12.53,-38.2989,Brazil,45813
Pilar,11.4833,123,Philippines,45287
Dracena,-21.4825,-51.5328,Brazil,45847
Xisa,23.4372,104.6714,China,45518
Salvador,20.2094,-75.2231,Cuba,45773
Stouffville,43.9667,-79.25,Canada,45837
Kariya,34.755,134.3903,Japan,45473
Dingle,11.05,122.6667,Philippines,45335
Cascina,43.68,10.5003,Italy,45212
Pontes e Lacerda,-15.2258,-59.335,Brazil,45774
Hokuto,41.8242,140.6528,Japan,45661
Katipunan,8.5134,123.2847,Philippines,45577
Coachella,33.6905,-116.143,United States,45743
Olhão,37.0278,-7.8389,Portugal,45396
Baijie,26.047,106.7418,China,45576
Jones,16.5583,121.7,Philippines,45666
Malinao,13.4,123.7,Philippines,45301
Salcedo,19.383,-70.4167,Dominican Republic,45299
Remedios,22.4922,-79.5458,Cuba,45621
São Bento,-2.6958,-44.8208,Brazil,45604
New Washington,11.65,122.4333,Philippines,45007
Rāmeswaram,9.28,79.3,India,44856
Albstadt,48.2119,9.0239,Germany,45327
Cuautepec de Hinojosa,20.15,-98.4333,Mexico,45527
Wake Forest,35.9629,-78.5141,United States,45629
Brühl,50.8333,6.9,Germany,44397
Alcamo,37.9667,12.9667,Italy,45273
Saint-Germain-en-Laye,48.8989,2.0938,France,44753
San Pedro Ayampuc,14.7785,-90.4525,Guatemala,44996
Odiongan,12.4,122,Philippines,45367
Pearl City,21.4031,-157.9566,United States,45605
Beaufort West,-32.35,22.5833,South Africa,44737
Radā‘,14.4295,44.8341,Yemen,45233
Aliwal North,-30.7,26.7,South Africa,44436
Wallsend,54.991,-1.534,United Kingdom,43826
Tangjia,20.8414,109.8489,China,44684
Goianira,-16.4958,-49.4258,Brazil,45296
Cerquilho Velho,-23.165,-47.7436,Brazil,45142
San Pelayo,8.9578,-75.8375,Colombia,45396
Kamen’-na-Obi,53.7919,81.3486,Russia,44564
Tupelo,34.2692,-88.7318,United States,45466
San Pedro Perulapán,13.7667,-89.0333,El Salvador,44730
Nongzhangjie,24.616,97.8818,China,45270
Carnot,4.9333,15.8667,Central African Republic,45421
Châteauroux,46.8103,1.6911,France,43741
Uruará,-3.7178,-53.7369,Brazil,45435
Shazhou,40.1376,94.6638,China,44870
Birāk,27.5333,14.2834,Libya,45421
Pinamar,-37.1,-56.85,Argentina,45000
Georgina,44.3,-79.4333,Canada,45418
South Brunswick,40.384,-74.5256,United States,45400
Guinayangan,13.9,122.45,Philippines,45155
Alcira,39.15,-0.435,Spain,44938
West Seneca,42.8374,-78.7509,United States,45344
Bingmei,25.7408,108.9023,China,45094
Svitlovodsk,49.0833,33.25,Ukraine,45312
Victoriaville,46.05,-71.9667,Canada,45309
Ruzayevka,54.0667,44.95,Russia,45248
Dębica,50.0515,21.4114,Poland,43924
Biella,45.5664,8.0533,Italy,44324
Actopan,19.5036,-96.6192,Mexico,43388
Brejo Santo,-7.4928,-38.985,Brazil,45193
Gloria,12.9167,121.4667,Philippines,45073
Brejo da Madre de Deus,-8.1458,-36.3708,Brazil,45180
Bunawan,8.1781,125.9935,Philippines,45151
Attleboro,41.9311,-71.295,United States,45237
Tank,32.2167,70.3833,Pakistan,44996
Seabra,-12.4189,-41.77,Brazil,45202
Sogod,10.3833,124.9833,Philippines,44986
Sugito,36.0256,139.7367,Japan,43755
Pine Bluff,34.2116,-92.0178,United States,45204
Dimitrovgrad,42.0611,25.5933,Bulgaria,45098
Wiener Neustadt,47.8167,16.25,Austria,44461
Marion,40.5933,-83.1237,United States,45181
Afula,32.6078,35.2897,Israel,44930
Shangshan,23.4792,115.6918,China,44871
Hassi Messaoud,31.7,6.0667,Algeria,45147
Beiwanglizhen,37.7604,114.6373,China,44112
Evesham,39.8605,-74.8947,United States,45135
Liuquan,39.3658,116.3138,China,44765
Bruchsal,49.1333,8.6,Germany,44644
Yaopu,26.1708,105.848,China,44703
Middletown,40.179,-74.9059,United States,45117
Grantham,52.918,-0.638,United Kingdom,44580
Xinguara,-7.095,-49.9458,Brazil,45086
Tres Valles,18.2367,-96.1369,Mexico,44978
Rabinal,15.1083,-90.5,Guatemala,45000
Buenos Aires,9.1497,-83.3334,Costa Rica,45000
Hilo,19.6886,-155.0864,United States,45056
Kimry,56.8667,37.35,Russia,44743
Sète,43.4053,3.6975,France,43229
Shaḩḩāt,32.8167,21.85,Libya,45000
Barra de São Francisco,-18.755,-40.8908,Brazil,44979
Shchūchīnsk,52.9333,70.2,Kazakhstan,45004
Parma,65.923,57.403,Russia,45000
Sidcup,51.4263,0.1024,United Kingdom,43109
Senigallia,43.7131,13.2183,Italy,44616
Yatağan,37.3425,28.1393,Turkey,44940
Kaufbeuren,47.88,10.6225,Germany,43893
Medemblik,52.7674,5.1037,Netherlands,44809
Pederneiras,-22.3517,-48.775,Brazil,44910
Mount Pleasant,41.112,-73.8122,United States,44970
Rasskazovo,52.6667,41.8833,Russia,43758
Currais Novos,-6.2608,-36.515,Brazil,44905
Lapa,-25.77,-49.7158,Brazil,44932
Nadym,65.5333,72.5167,Russia,44940
Marau,-28.4489,-52.2,Brazil,44858
Dráma,41.1514,24.1392,Greece,44823
Vallenar,-28.57,-70.76,Chile,44895
Dunakeszi,47.6297,19.1381,Hungary,43490
Pemangkat,1.1727,108.9808,Indonesia,44783
Volkhov,59.9167,32.35,Russia,44868
Houbu,36.437,112.9794,China,44360
Lufkin,31.3217,-94.7277,United States,44867
Darcheh,32.6153,51.5556,Iran,43183
Zhovti Vody,48.35,33.5167,Ukraine,44766
Middleton,53.555,-2.187,United Kingdom,42972
Falkensee,52.5583,13.0917,Germany,43838
Paraguaçu Paulista,-22.4197,-50.5797,Brazil,44794
Bexhill,50.8424,0.4676,United Kingdom,43478
Chusovoy,58.2833,57.8167,Russia,44779
Singhanakhon,7.2389,100.5506,Thailand,44128
Oranienburg,52.7544,13.2369,Germany,44512
Jisr ash Shughūr,35.8,36.3167,Syria,44322
Manitowoc,44.0991,-87.6811,United States,44770
Nidadavole,16.92,81.67,India,43809
Maitum,6.0333,124.4833,Philippines,44595
Yaoquan,34.5851,105.7262,China,44372
Taketoyo,34.85,136.9167,Japan,43095
Lake Ridge,38.6843,-77.3059,United States,44716
Selma,36.5715,-119.6143,United States,44703
Manacor,39.57,3.2089,Spain,44527
Talagutong,6.2667,125.6667,Philippines,44554
Ban Pet,16.4379,102.7645,Thailand,44293
Strongsville,41.3128,-81.8313,United States,44660
Louveira,-23.0864,-46.9506,Brazil,43862
Seferhisar,38.1975,26.8388,Turkey,44526
Arboletes,8.8511,-76.4272,Colombia,44560
Garça,-22.2153,-49.6511,Brazil,44532
União,-4.5858,-42.8639,Brazil,44569
Vernon,50.267,-119.272,Canada,44600
Wallingford,41.4587,-72.8039,United States,44596
Paraíba do Sul,-22.1619,-43.2928,Brazil,44518
Kaarst,51.2278,6.6273,Germany,43433
Tiberias,32.7897,35.5247,Israel,44200
Lal-lo,18.2,121.6667,Philippines,44506
Etten-Leur,51.5706,4.6356,Netherlands,43774
Vlissingen,51.45,3.5833,Netherlands,44417
Masuda,34.675,131.8428,Japan,44474
Les Sables-d’Olonne,46.4972,-1.7833,France,44017
Qingfengdian,38.6084,115.0568,China,43703
Changtoushang,19.3441,110.6096,China,44326
Webster,43.2294,-77.4454,United States,44522
Abovyan,40.2739,44.6256,Armenia,44400
Danville,37.8121,-121.9698,United States,44510
Mamanguape,-6.8389,-35.1258,Brazil,44369
Petatlán,17.5383,-101.2739,Mexico,44485
Prostějov,49.4722,17.1106,Czechia,43381
Kabasalan,7.7968,122.7627,Philippines,44336
Bietigheim-Bissingen,48.9667,9.1333,Germany,43093
Bridgewater,40.5934,-74.6076,United States,44467
Quincy,39.9335,-91.3799,United States,44466
Memmingen,47.9878,10.1811,Germany,43837
San Juan y Martínez,22.2667,-83.8333,Cuba,44344
Lancaster,39.7249,-82.6049,United States,44447
Riverton,40.5177,-111.9635,United States,44440
The Colony,33.0925,-96.8977,United States,44438
Simojovel de Allende,17.15,-92.7167,Mexico,44295
Neustadt am Rübenberge,52.5055,9.4636,Germany,44282
Bassano del Grappa,45.7686,11.7367,Italy,43481
São José de Mipibu,-6.075,-35.2378,Brazil,44236
Upper Hutt,-41.1333,175.05,New Zealand,44300
Urbandale,41.639,-93.7813,United States,44379
Narvacan,17.4175,120.4753,Philippines,44006
Tuodian,24.6907,101.6382,China,44265
Alcala,15.8468,120.5218,Philippines,43402
Lehrte,52.3725,9.9769,Germany,43999
Rheden,52,6.0167,Netherlands,43816
Volksrust,-27.3667,29.8833,South Africa,43378
São Benedito,-4.0489,-40.865,Brazil,44178
Plainfield,41.6206,-88.2252,United States,44308
Monroe,40.3191,-74.4286,United States,44306
Lombard,41.8742,-88.0157,United States,44303
Prescott,34.585,-112.4475,United States,44299
Balimbing,5.0728,119.8847,Philippines,44184
Dikili,39.071,26.8902,Turkey,44172
Korogwe,-5.1558,38.4503,Tanzania,44000
Krasnodon,48.3,39.7333,Ukraine,43683
Hanerik,37.2241,79.7964,China,43751
Xin’ansuo,23.3228,103.4354,China,43808
Zevenaar,51.9167,6.0833,Netherlands,43488
Eureka,40.7942,-124.1568,United States,44236
Addanki,15.811,79.9738,India,43850
Panambi,-28.2928,-53.5019,Brazil,44128
Igarapé,-20.07,-44.3019,Brazil,43817
Tuy,14.0167,120.7333,Philippines,43743
Catacamas,14.8,-85.9,Honduras,44198
Hagi,34.4078,131.3989,Japan,44118
Malabang,7.5903,124.0703,Philippines,43957
Kuybyshev,55.4503,78.3075,Russia,44170
Sayreville,40.4656,-74.3237,United States,44173
Alghero,40.56,8.315,Italy,43964
Saint-Eustache,45.57,-73.9,Canada,44154
Lupao,15.8793,120.8983,Philippines,43788
Otofuke,42.9942,143.1981,Japan,44049
Enfield,41.9839,-72.5548,United States,44143
Altamonte Springs,28.6615,-81.3953,United States,44143
Jinku,23.0505,112.515,China,43623
Yartsevo,55.0667,32.6833,Russia,44097
San Cristóbal Totonicapán,14.9197,-91.44,Guatemala,42937
Del Rio,29.3708,-100.88,United States,44121
Voluntari,44.4925,26.1914,Romania,42944
Kaštel Stari,43.5483,16.3383,Croatia,43349
Libona,8.3333,124.7333,Philippines,43969
Pantanal,18.5103,-68.3694,Dominican Republic,43982
Comendador,18.876,-71.707,Dominican Republic,43894
Xinjun,28.7232,120.019,China,43793
Maştağa,40.5286,50.0103,Azerbaijan,43700
Kamen,51.5917,7.6653,Germany,42971
Naţanz,33.5,51.9,Iran,44000
Menghan,21.8526,100.9265,China,43965
Pinhal,-22.1908,-46.7408,Brazil,43897
Zongolica,18.6642,-97.0011,Mexico,43871
Tayug,16.0267,120.7478,Philippines,43149
Bountiful,40.8722,-111.8647,United States,43981
Jiaohe,38.0228,116.2845,China,43547
Himi,36.85,136.9833,Japan,43747
Claveria,12.9035,123.2457,Philippines,43693
Gravina in Puglia,40.8206,16.4233,Italy,43816
Khutubi,44.1874,86.8946,China,43127
Desert Hot Springs,33.9551,-116.543,United States,43914
Nabire,-3.3515,135.5134,Indonesia,43898
Peachtree Corners,33.967,-84.2319,United States,43905
Montevista,7.7,125.9833,Philippines,43706
Villeta,5.0128,-74.4731,Colombia,43574
Mombaça,-5.7428,-39.6278,Brazil,43858
Santa Rita do Sapucaí,-22.2519,-45.7028,Brazil,43753
Buguias,16.7167,120.8333,Philippines,43627
Haltom City,32.8176,-97.2707,United States,43874
Nandazhang,38.1024,114.7658,China,42934
Castro,-24.7893,-50.0123,Brazil,42091
Bāniyās,35.1822,35.9403,Syria,43151
’Aïn Arnat,36.1833,5.3167,Algeria,43551
Veruela,8.0698,125.9554,Philippines,43706
Ad Dir‘īyah,24.7333,46.5756,Saudi Arabia,43269
Vinzons,14.1833,122.9,Philippines,43485
Roseller Lim,7.6568,122.4701,Philippines,43646
Southington,41.605,-72.8802,United States,43781
Şān al Ḩajar al Qiblīyah,30.9769,31.88,Egypt,43157
Pagsanjan,14.2667,121.45,Philippines,42164
Worksop,53.3042,-1.1244,United Kingdom,41820
Ormond Beach,29.296,-81.1003,United States,43759
Banisilan,7.5,124.7,Philippines,43677
Sambava,-14.2662,50.1666,Madagascar,43465
Taniyama-chūō,31.5211,130.5176,Japan,42683
Takāb,36.4008,47.1131,Iran,43702
Erkelenz,51.08,6.3156,Germany,43364
Zhangliangcun,37.1256,112.0664,China,43151
Salto de Pirapora,-23.6489,-47.5728,Brazil,43574
Paraty,-23.2194,-44.7147,Brazil,43680
Basoko,1.2333,23.6,Congo (Kinshasa),43709
Cutler Bay,25.5765,-80.3356,United States,43718
Of,40.945,40.2644,Turkey,43499
Macenta,8.5504,-9.48,Guinea,43102
Shinshiro,34.9,137.5,Japan,43620
Chefchaouene,35.1714,-5.2697,Morocco,42786
Xihuachi,35.8092,108.0121,China,43338
Adrian,41.8994,-84.0446,United States,43689
Nuevo México,20.75,-103.433,Mexico,42246
Lota,-37.0944,-73.1563,Chile,43272
Otwock,52.1167,21.2667,Poland,42765
Goose Creek,32.9925,-80.0054,United States,43665
Eṭ Ṭaiyiba,32.2667,35,Israel,43100
Concepcion,11.2,123.1,Philippines,43159
Moorhead,46.8673,-96.7461,United States,43652
Itaberaí,-16.02,-49.81,Brazil,43622
Angoulême,45.65,0.16,France,41740
Westfield,40.0333,-86.1532,United States,43649
Santa Cruz,32.675,-16.8309,Portugal,43005
Çeşme,38.32,26.3053,Turkey,43489
Ponte de Lima,41.7667,-8.5833,Portugal,43498
Musina,-22.3381,30.0417,South Africa,42678
Venray,51.5258,5.9747,Netherlands,43326
Birsk,55.4167,55.5333,Russia,43572
Noordwijk,52.2333,4.4333,Netherlands,42859
Quinte West,44.1833,-77.5667,Canada,43577
Wismar,53.8925,11.465,Germany,42550
Presidente Epitácio,-21.7633,-52.1156,Brazil,43535
São Lourenço do Sul,-31.365,-51.9778,Brazil,43540
Catende,-8.6669,-35.7169,Brazil,43340
Bahía Honda,22.9064,-83.1639,Cuba,43483
Istres,43.5151,4.9895,France,43133
Manchester,39.9651,-74.3738,United States,43503
Zhangcun,38.1329,114.9421,China,42911
Tamworth,-31.0833,150.9167,Australia,42872
Denia,38.8444,0.1111,Spain,42827
Pedro Celestino Negrete,24.726,-102.984,Mexico,43447
Heist-op-den-Berg,51.0758,4.7286,Belgium,42950
Makinohara,34.74,138.2247,Japan,43061
Zharkent,44.1667,80.0067,Kazakhstan,43430
Jaro,11.1833,124.7833,Philippines,43199
Sawākin,19.1,37.3333,Sudan,43337
Hueyapan de Ocampo,18.15,-95.15,Mexico,43309
Henrietta,43.0555,-77.6413,United States,43347
Tantangan,6.6167,124.75,Philippines,43245
Esperanza,-31.4167,-60.9333,Argentina,43300
Germering,48.1333,11.3667,Germany,41387
Kemer,36.6,30.55,Turkey,43226
Rantepao,-2.969,119.9,Indonesia,43123
Civitanova Marche,43.3068,13.7286,Italy,42353
Angadanan,16.7571,121.7479,Philippines,43061
Lábrea,-7.2589,-64.7978,Brazil,43263
Bourg-en-Bresse,46.2056,5.2289,France,41527
Brea,33.9254,-117.8656,United States,43255
Nova Viçosa,-17.8919,-39.3719,Brazil,43216
Klamath Falls,42.2191,-121.7754,United States,43246
Al Wajh,26.2324,36.4636,Saudi Arabia,43237
King’s Lynn,52.7543,0.3976,United Kingdom,42800
Siegburg,50.8014,7.2044,Germany,41463
San Lorenzo,13.3667,-87.2667,Honduras,43042
Cordon,16.6667,121.45,Philippines,42926
Ambatondrazaka,-17.8329,48.4167,Madagascar,43134
Aguazul,5.1689,-72.5467,Colombia,43183
Shuilou,22.3352,112.8018,China,42578
Véroia,40.5203,22.2019,Greece,43158
Billerica,42.5587,-71.2673,United States,43200
Nadi,-17.8,177.4167,Fiji,42284
Tiel,51.8833,5.4333,Netherlands,42015
Kobayashi,31.9967,130.9728,Japan,43114
Daram,11.6341,124.7947,Philippines,42879
Ciechanów,52.8817,20.6106,Poland,42965
Přerov,49.4556,17.4511,Czechia,42451
Nansan,23.7784,98.8253,China,43097
Visconde do Rio Branco,-21.0103,-42.8406,Brazil,42965
Cumaribo,4.4461,-69.7956,Colombia,43138
Kolchugino,56.2992,39.3831,Russia,43089
Whanganui,-39.9333,175.05,New Zealand,42200
Jesús María,21.9667,-102.35,Mexico,43012
São Gabriel da Cachoeira,-0.13,-67.0889,Brazil,43094
Lubao,-5.3896,25.75,Congo (Kinshasa),43068
Lancaster,42.9099,-78.6378,United States,43085
Bihać,44.8167,15.8667,Bosnia And Herzegovina,43007
Rosário,-2.9339,-44.235,Brazil,42994
Channelview,29.7914,-95.1145,United States,43055
Huizen,52.2994,5.2531,Netherlands,41273
Entre Rios,-11.9419,-38.0839,Brazil,43006
Yendi,9.4337,-0.0167,Ghana,42972
Poptún,16.3222,-89.4222,Guatemala,42996
Gualeguay,-33.15,-59.3167,Argentina,43009
Jatibonico,21.9464,-79.1675,Cuba,42959
Albano Laziale,41.7333,12.6667,Italy,41314
Dolores,12.05,125.4833,Philippines,42866
Nettetal,51.3167,6.2833,Germany,42493
Osinniki,53.6167,87.3333,Russia,42454
Sieradz,51.6,18.75,Poland,42120
Pilar,14.6667,120.5667,Philippines,41823
Gifhorn,52.4886,10.5464,Germany,42519
Centralia,46.7226,-122.9696,United States,42922
Sidi Mohamed Lahmar,34.7167,-6.2667,Morocco,42637
Gallatin,36.3782,-86.4696,United States,42918
Atenco,19.5167,-98.9167,Mexico,42739
Miranda,3.2503,-76.2286,Colombia,42639
Tepalcatepec,19.1833,-102.85,Mexico,42879
Zvolen,48.5831,19.1331,Slovakia,42476
Samborondón,-1.9611,-79.7256,Ecuador,42637
Dreieich,50.0189,8.6961,Germany,42091
Shenjiatun,40.7695,114.8549,China,42338
Loufan,38.0694,111.7911,China,42520
Hulin,45.7686,132.9746,China,42559
Lucena,37.4,-4.4833,Spain,42733
Stevens Point,44.5241,-89.5508,United States,42837
Nurmijärvi,60.4667,24.8083,Finland,42709
Orlândia,-20.7203,-47.8867,Brazil,42678
Borken,51.8439,6.8583,Germany,42530
Burke,38.7773,-77.2633,United States,42806
